incident_id,date,reports,Alleged deployer of AI system,Alleged developer of AI system,Alleged harmed or nearly harmed parties,description,title
744,25/06/2024,[3977],"[""cios"",""enterprise-teams"",""companies-in-general""]","[""microsoft"",""google""]","[""cios"",""enterprise-teams"",""companies-in-general"",""microsoft-copilot-users""]","AI work assistants, such as Copilot for Microsoft 365 and Gemini for Google Workspace, are proving to be more labor-intensive than anticipated for enterprises. CIOs report that these AI tools struggle with outdated or inaccurate data, leading to incorrect outputs. Companies are finding they must invest heavily in data management to ensure reliability. This added effort has led to delays in deployment and frustration, as businesses work to maximize the potential of these expensive AI tools.","AI Work Assistants Require More Effort Than Expected, CIOs Say"
747,18/07/2024,[3980],"[""spanish-law-enforcement-agencies"",""spanish-interior-ministry""]","[""viogen-algorithm-development-team"",""spanish-law-enforcement-agencies"",""spanish-interior-ministry""]","[""women-in-spain"",""stefany-gonzalez-escarraman"",""spanish-general-public"",""maria"",""luz"",""lobna-hemid"",""eva-jaular"",""247-women-in-spain-(unnamed)""]","The VioGen algorithm was designed to help Spanish police assess and prioritize the risk of repeat domestic violence incidents. However, its low-risk assessment of Lobna Hemid reportedly led to inadequate protection; her husband murdered her. Since 2007, 247 women have been killed after being assessed by VioGen. A review of 98 homicides found that 55 of the slain women were scored as negligible or low risk. ",Fatalities Reportedly Occur Despite VioGen Algorithm's Low or Negligible Risk Scores
748,19/06/2024,[3983],"[""paypal""]","[""paypal""]","[""kiri-wagstaff"",""paypal-customer-service-representatives"",""paypal-customers""]","On July 13th, 2024, a user reported an incident involving PayPal's generative AI chatbot. The chatbot allegedly incorrectly informed the user of a declined transaction that never occurred, causing confusion and prompting a call to customer service for clarification. This false alert suggests a flaw in the AI system's reliability. The incident created unnecessary labor for both the user and PayPal's human support, demonstrating the potential harm of deploying generative AI without thorough testing and error handling mechanisms.",Erroneous Declined Transaction Notification by PayPal AI Assistant
749,31/05/2024,[3984],"[""hoodline""]","[""hoodline""]","[""hoodline-readers"",""journalism"",""general-public""]","In 2023, the news site Hoodline is reported to have begun publishing AI-generated articles with fake bylines, headshots, and biographies, allegedly misleading readers into believing they were authored by real journalists. This practice diminishes public trust and exemplifies the potential dangers of AI in journalism. Despite a disclaimer, the use of AI was not transparent.",Hoodline Accused of Misleadingly Attributing AI-Generated Articles to Human Authors
752,07/07/2024,[3987],"[""obitsupdate"",""bnn"",""the-thaiger"",""fresherslive""]","[""unknown""]","[""bridget-todd"",""bridget-todd's-family"",""chris-mohney"",""chris-mohney's-family"",""bereaved-families""]","AI-generated obituaries on various websites are reported to have compounded the grief of bereaved families by spreading incorrect and unauthorized information about their loved ones. These obituaries, produced without the families' knowledge, often contain errors and appear on ad-filled sites, exacerbating the emotional distress of the grieving process.",AI-Generated Obituaries Are Reportedly Intensifying Grief for Bereaved Families
753,06/06/2024,[3988],"[""bnn-breaking""]","[""epiphany-ai"",""gurbaksh-chahal""]","[""dave-fanning"",""bnn-breaking-readers"",""journalism"",""general-public""]","BNN Breaking, an AI-driven news site, published a false story about Irish DJ Dave Fanning, damaging his reputation. The site used AI to generate error-filled content, leading to numerous complaints and a defamation lawsuit against BNN and Microsoft. The site has since gone dormant.",BNN Breaking's AI-Driven Errors Reportedly Damage Reputations and Spread Misinformation
764,26/06/2024,"[4001,4007,4008,4009]","[""aaron-pelczar""]","[""unnamed-ai-chatbot""]","[""mark-gordon"",""wyoming-officials"",""cody-enterprise"",""cody-enterprise-readers"",""journalism""]","A reporter at the Cody Enterprise used AI to generate fake quotes and stories, including fabricating statements from Wyoming's governor and other officials. The misuse of AI was uncovered when another journalist noticed robotic phrases and false information in the articles. The reporter resigned, and the newspaper is now implementing policies to prevent future incidents.",Cody Enterprise Reporter Resigns After Admitting to AI-Generated Fake Quotes
768,11/03/2023,[4010],"[""samsung-engineers""]","[""openai""]","[""samsung""]","Samsung engineers are reported to have inadvertently leaked sensitive company data sometime in March 2023, including source code and internal meeting notes, by using ChatGPT to assist with tasks. The AI retained the inputted data, leading to a breach of confidentiality.",ChatGPT Implicated in Samsung Data Leak of Source Code and Meeting Notes
773,20/08/2024,[4022],"[""charlotte-ingham"",""western-australia-department-of-justice""]","[""microsoft""]","[""bronwyn-hendry"",""western-australia-department-of-justice"",""western-australia-department-of-justice-senior-staff-members""]","During workplace training at Bunbury Prison in Western Australia, a trainer used Microsoft's Copilot AI chatbot to generate case study scenarios. The chatbot produced a scenario that included the real name of a former employee involved in a sexual harassment case, revealing sensitive information.",Chatbot in Workplace Training at Bunbury Prison Reveals Real Names in Sexual Harassment Case
776,21/08/2024,[4032],"[""lionsgate"",""eddie-egan""]","[""unknown-chatbot-developer""]","[""francis-ford-coppola"",""pauline-kael"",""film-critics"",""american-zoetrope"",""lionsgate""]","Lionsgate pulled the trailer for ""Megalopolis"" after it was discovered to contain fake quotes from well-known film critics, generated by AI. The quotes falsely criticized Francis Ford Coppola's previous films. The incident was attributed to an error in vetting by marketing consultant Eddie Egan. Lionsgate has since parted ways with Egan and apologized to Coppola and the critics affected by the fabricated content.",Megalopolis Trailer Included Fake AI-Generated Quotes Attributed to Film Critics
785,08/09/2024,[4049],"[""espn"",""espn-generative-ai-services""]","[""espn"",""espn-generative-ai-services""]","[""alex-morgan"",""alex-morgan-fans"",""national-women's-soccer-league-(nwsl)""]","ESPN's AI-generated recap of Alex Morgan's final professional soccer match failed to mention her significant retirement moment, instead providing a standard rundown that missed the emotional context.",ESPN's AI Coverage Overlooks Alex Morgan in Her Final Match Recap
793,01/07/2024,"[4078,4298,4609,4610,4611]","[""los-angeles-unified-school-district-(lausd)"",""allhere"",""alberto-carvalho""]","[""allhere""]","[""taxpayers"",""prince-george's-county-students"",""prince-george's-county-public-schools"",""prince-george's-county-parents"",""los-angeles-unified-school-district-(lausd)"",""los-angeles-students"",""los-angeles-parents""]","The Los Angeles Unified School District invested up to $6 million in developing the AI chatbot ""Ed,"" meant to provide academic and mental health support for students. The chatbot allegedly failed to meet expectations, and the project collapsed when AllHere, the contracted start-up, faced financial difficulties. Prince George's County Public Schools in Maryland was also affected. Founder Joanna Smith-Griffin was removed as CEO in June 2024 and later arrested on fraud charges.",AllHere's Chatbot 'Ed' Fails and Costs Los Angeles Unified School District $6 Million
807,25/09/2024,"[4136,4137,4138,4139,4140,4141,4143,6263,6264]","[""government-of-victoria"",""employee-of-department-of-families-fairness-and-housing"",""department-of-families-fairness-and-housing""]","[""openai""]","[""unnamed-family-of-child"",""unnamed-child""]","A child protection worker in Victoria, Australia reportedly used ChatGPT to draft a report submitted to the Children's Court. The purportedly AI-generated report contained inaccuracies and downplayed risks to the child, allegedly resulting in a privacy breach when sensitive information was shared with OpenAI. ",ChatGPT Reportedly Introduces Errors in Critical Child Protection Court Report
808,11/10/2024,[4142],"[""nevada-department-of-education""]","[""infinite-campus""]","[""low-income-students-in-nevada"",""nevada-school-districts"",""mater-academy-of-nevada"",""somerset-academy""]","An AI system developed by Infinite Campus and deployed by Nevada to identify at-risk students led to a sharp reduction in the number classified as needing support, dropping from 270,000 to 65,000. The reclassification caused significant budget cuts in schools serving low-income populations. The drastic reduction in identified at-risk students reportedly left thousands of vulnerable children without resources and support.",Infinite Campus AI-Driven Student Risk Model Leads to Cuts in Support for Nevada's Low-Income Schools
811,02/10/2024,"[4147,4169,4170,4171]","[""alex-bilzerian"",""unnamed-venture-capital-investors"",""employees"",""employers"",""companies"",""organizations""]","[""otter.ai"",""zoom""]","[""alex-bilzerian"",""unnamed-venture-capital-investors"",""employees"",""employers"",""companies"",""organizations""]","AI-powered meeting assistants, such as Otter.ai's OtterPilot and Zoom's AI Companion, have reportedly shared sensitive and private conversations beyond the intended audience. These AI tools, which are set to automatically record and distribute meeting transcripts, allegedly sent confidential discussions after participants had left the meeting, the consequences of which led to unintended exposure of proprietary information, privacy breaches, and potential reputational harm.",AI-Powered Transcription Services Allegedly Leak Confidential Workplace Discussions
813,19/09/2024,"[4150,4167]","[""starship-technologies""]","[""starship-technologies""]","[""unnamed-arizona-state-university-employee""]","A semi-autonomous delivery robot operated by Starship Technologies struck a pedestrian employed by Arizona State University on the campus sometime in September 2023, causing injuries after abruptly reversing into her. The robot initially knocked the pedestrian down, then moved toward her again while she was still on the ground. The company offered the victim promo codes and insurance information as an apology. On September 19, 2024, 404 Media made the police report of the incident available.",Starship Technologies Delivery Robot Injures Arizona State University Employee
815,06/10/2024,"[4154,5343]","[""police-departments"",""evansville-pd"",""pflugerville-pd"",""jefferson-parish-sheriff's-office"",""miami-pd"",""west-new-york-pd"",""nypd"",""coral-springs-pd"",""arvada-pd""]","[""clearview-ai""]","[""quran-reid"",""francisco-arteaga"",""defendants-wrongfully-accused-by-facial-recognition""]","Police departments across the U.S. have used facial recognition software to identify suspects in criminal investigations, leading to multiple false arrests and wrongful detentions. The software's unreliability, especially in identifying people of color, has resulted in misidentifications that were not disclosed to defendants. In some cases, individuals were unaware that facial recognition played a role in their arrest, violating their legal rights and leading to unjust detentions.",Police Use of Facial Recognition Software Causes Wrongful Arrests Without Defendant Knowledge
816,29/11/2019,[4155],"[""west-new-york-pd"",""nypd"",""real-time-crime-center""]","[""clearview-ai""]","[""francisco-arteaga""]","In 2019, facial recognition technology misidentified Francisco Arteaga as a suspect in an armed robbery in New Jersey. The incident led to nearly four years of pretrial incarceration. Despite having an alibi, Arteaga was charged based on the flawed identification. The legal battle that followed resulted in a court ruling requiring police to reveal details about the algorithms used in facial recognition. The process exposed significant gaps in transparency and accountability.",Cross-Jurisdictional Facial Recognition Misidentification by NYPD Leads to Wrongful Arrest and Four-Year Jail Time in New Jersey
820,15/10/2024,"[4182,4183,4184,4185,4186]","[""unknown-conference-employee""]","[""unknown-developer""]","[""elizabeth-laraki""]","An AI image expansion tool used by a conference organizer unintentionally altered Elizabeth Laraki's profile picture for a marketing ad, making her blouse appear unbuttoned and showing a fabricated hint of undergarments. The AI generated the lower part of the image when expanding it for vertical formatting. The conference organizers quickly apologized and removed the altered content.",Alleged AI-Generated Photo Alteration Leads to Inappropriate Modifications in Speaker's Conference Picture
822,15/10/2024,"[4188,4189]","[""caisse-nationale-des-allocations-familiales-(cnaf)""]","[""government-of-france""]","[""allocation-adulte-handicape-recipients"",""disabled-people-in-france"",""single-mothers-in-france"",""french-general-public""]","A coalition of 15 human rights groups has launched legal action against the French government alleging that an algorithm used to detect welfare fraud discriminates against single mothers and disabled people. The algorithm assigns risk scores based on personal data. The process allegedly subjects vulnerable recipients to invasive investigations, violates privacy and anti-discrimination laws, and disproportionately affects marginalized groups.",Algorithmic Bias in French Welfare System Allegedly Discriminates Against Marginalized Groups
823,03/05/2024,"[4190,4237,4238]","[""global-intelligence"",""cybercheck""]","[""global-intelligence"",""cybercheck""]","[""phillip-mendoza"",""sergio-cerna"",""unnamed-aurora-colorado-residents"",""mississippi-bureau-of-investigation"",""four-unnamed-summit-county-ohio-men"",""unnamed-boulder-county-colorado-resident"",""ohio-bureau-of-criminal-investigation"",""yakima-county-sheriff's-office""]","Global Intelligence's Cybercheck AI tool, used by law enforcement to track suspects based on open source data, has allegedly been providing inaccurate or unverifiable evidence in several murder trials. Reportedly the tool lacks transparency and often produces unreliable reports, which has prompted prosecutors to withdraw Cybercheck evidence from multiple cases after its findings were challenged, reportedly wasting law enforcement time and resources while undermining prosecutors' cases.",Cybercheck Tool Allegedly Provides Questionable Evidence in Murder Trials
825,08/10/2024,"[4192,4193]","[""hoodline-san-jose""]","[""impress3""]","[""stephen-m.-wagstaffe"",""san-mateo-county-district-attorney"",""residents-of-san-mateo-county"",""general-public""]","An AI-powered news site, Hoodline San Jose, falsely reported that the San Mateo County District Attorney had been charged with murder, which was an error resulting from misinterpreting a press release about a case the DA's office was prosecuting. The AI-generated article wrongly attributed the crime to the DA instead of the actual suspect.",AI News Site Hoodline San Jose Erroneously Misidentifies San Mateo District Attorney as Murder Suspect
827,26/10/2024,[4241],"[""openai""]","[""openai""]","[""patients"",""patients-reliant-on-whisper"",""medical-practitioners-reliant-on-whisper""]","OpenAI's AI-powered transcription tool Whisper, used to translate and transcribe audio content such as patient consultations with doctors, is advertised as having near '“human level robustness and accuracy.'  However, software engineers, developers and academic researchers have alleged that it is prone to making up chunks of text or even entire sentences and that some of the hallucinations can include racial commentary, violent rhetoric, and even imagined medical treatments.",AI Transcription Tool Whisper Reportedly Inserting Fabricated Content in Medical Transcripts
829,05/02/2024,[4245],"[""government-of-argentina"",""government-of-buenos-aires"",""argentinean-ministry-of-security""]","[""government-of-argentina""]","[""argentinean-citizens"",""buenos-aires-residents"",""guillermo-ibarrola""]","Buenos Aires's facial recognition system mistakenly flagged innocent people as criminals, leading to wrongful stops and detentions. Judicial investigations indicate the technology may have been misused for unauthorized surveillance and data collection. Despite privacy risks, the system has been used widely without full disclosure of standards or safeguards,",Facial Recognition System in Buenos Aires Triggers Police Checks Based on False Matches
831,23/10/2024,"[4247,4412]","[""new-york-city-government""]","[""evolv-technology""]","[""new-york-city-subway-riders""]","NYC implemented an AI enabled weapons scanner for a month-long pilot with limited success. Despite not finding any weapons during the September 2024 testing phase, there were 118 false positives in which a person was searched under suspicion of carrying a weapon with no actual gun detections.",NYC Subway AI Weapons Scanners Yield High False Positive Rate and Detect No Guns in Month-Long Pilot Test
833,21/10/2024,"[4250,4251]","[""off-radio-krakow"",""mariusz-marcin-pulit""]","[""openai"",""elevenlabs"",""leonardo-ai""]","[""lukasz-zaleski"",""mateusz-demski"",""wislawa-szymborska"",""off-radio-krakow-audience"",""off-radio-krakow-employees""]","Polish radio station Off Radio Krakow replaced human presenters with AI-generated ones and aired a simulated interview with the deceased poet Wistawa Szymborska. The AI-driven experiment aimed to attract younger listeners but led to job losses for former hosts. In response to the public backlash, the station ended its use of AI presenters.",Polish Radio Station Replaces Human Hosts with AI-Generated Presenters to Simulate Interviewing Deceased Poet Wistawa Szymborska
844,25/05/2022,"[4300,4301,4302,4374]","[""landlords""]","[""saferent-solutions""]","[""renters"",""massachusetts-renters"",""hispanic-renters"",""black-renters"",""mary-louis"",""monica-douglas""]","SafeRent's AI-powered tenant screening tool used credit history and non-rental-related debts to assign scores, disproportionately penalizing Black and Hispanic renters and those using housing vouchers. The reported discriminatory housing outcomes violated the Fair Housing Act and Massachusetts law. A class action lawsuit (Louis, et al. v. SafeRent Solutions, et al.) resulted in a $2.275 million settlement and changes to SafeRent's practices.",SafeRent AI Screening Tool Allegedly Discriminated Against Housing Voucher Applicants
849,18/10/2024,[4312],"[""central-methodist-university"",""berkeley-college"",""universities"",""colleges""]","[""turnitin"",""gptzero"",""copyleaks""]","[""students"",""neurodivergent-students"",""esl-students"",""moira-olmsted"",""ken-sahib"",""marley-stevens""]","AI writing detection tools have reportedly continued to falsely flag genuine student work as AI-generated, disproportionately impacting ESL and neurodivergent students. Specific cases include Moira Olmsted, Ken Sahib, and Marley Stevens, who were penalized despite writing their work independently. Such tools reportedly exhibit biases, leading to academic penalties, probation, and strained teacher-student relationships.",AI Detection Tools Allegedly Misidentify Neurodivergent and ESL Students' Work as AI-Generated in Academic Settings
852,01/11/2024,[4316],"[""jeff-hancock""]","[""openai"",""chatgpt""]","[""mary-franson"",""keith-ellison"",""jeff-hancock"",""christopher-kohls"",""chad-larson""]","In a legal case defending Minnesota's deepfake election misinformation law, Stanford misinformation expert Professor Jeff Hancock's affidavit allegedly cited non-existent academic sources, potentially generated by ChatGPT. The reportedly fabricated citations appear to have undermined the credibility of his testimony.",Alleged Fake Citations Undermine Expert Testimony in Minnesota Deepfake Law Case
860,31/10/2023,"[4342,4343,4344,4345,4346,4347,4348,4349,4350,4359]","[""dutch-police""]","[""unknown-traffic-enforcement-camera-technology-developer""]","[""tim-hanssen""]","A Dutch smart camera on the A2 equipped with AI falsely identified a motorist as using a mobile phone while driving, issuing a '380 fine. The driver, Tim Hanssen, was scratching his head when the AI system misclassified the action.","AI Camera Allegedly Misidentifies Dutch Motorist as Using Mobile Phone, Issuing '380 Fine"
868,14/10/2024,[4371],"[""portland-water-bureau""]","[""portland-water-bureau""]","[""tim-boyle"",""portland-water-bureau"",""low-income-portland-residents"",""city-of-portland""]","The Portland Water Bureau's AI-driven pilot program for water bill discounts is reported to have randomly selected Tim Boyle, a wealthy high-water consumer, for a 40% discount intended for financially struggling customers. The program, developed by SERVUS, is meant to identify underserved individuals by using machine learning.",Portland Water Bureau SERVUS Algorithm Reportedly Allocates Utility Bill Discount to High-Wealth Consumer
881,27/12/2024,[4411],"[""waymo"",""serve-robotics""]","[""waymo"",""serve-robotics""]","[""serve-robotics""]","A Waymo robotaxi allegedly collided with a Serve Robotics delivery robot at a West Hollywood intersection on December 27th, 2024. The delivery robot moved into the vehicle turning lane as the robotaxi approached, leading to a low-speed collision.",Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles
882,29/12/2024,"[4414,4415,4416,4417]","[""fable""]","[""openai"",""fable""]","[""fable-users"",""fable""]","Fable, a book-focused social app, used OpenAI's API to generate AI-powered year-end reading summaries in December 2024. These summaries allegedly produced biased and offensive remarks about race, gender, and sexual orientation. Fable is reported to have apologized in a social media post on January 1, 2025.",AI-Generated Reading Summaries on Fable App Reportedly Wrote Biased and Offensive Commentary
894,01/01/2017,"[4472,4473,4474,4475,4476,4477,4478]","[""woodbourne-capital-management-international-lp"",""tribute-communities"",""the-rockport-group"",""tas-impact"",""riocan-living"",""rhapsody-property-management-services-llp"",""gwl-realty-advisors-residential-inc."",""first-capital-real-estate-investment-trust"",""edgar-development-corp."",""dream-unlimited-corp."",""core-development-group-ltd."",""choice-properties-real-estate-investment-trust"",""canadian-property-managers-using-yieldstar""]","[""realpage""]","[""tenants-in-canada"",""renters-in-canada"",""public-trust-in-the-rental-market"",""low-income-tenants-in-canada"",""cynthia-black""]","RealPage's YieldStar algorithm is alleged to have enabled Canadian landlords to coordinate rental pricing by utilizing sensitive, non-public market data. The software has been accused of contributing to rent increases in non-rent-controlled units through purported collusion and artificial price inflation. Tenants have reported significant rent hikes, which they attribute to landlords' use of the algorithm.",RealPage's YieldStar Allegedly Facilitated Rent Price Coordination Among Canadian Landlords
896,13/01/2025,[4489],"[""florence-kentucky-police-department"",""evansville-indiana-police-department"",""detroit-police-department"",""coral-springs-florida-police-department"",""bradenton-florida-police-department"",""austin-police-department""]","[""developers-of-mugshot-recognition-software"",""developers-of-law-enforcement-facial-recognition-software"",""clearview-ai""]","[""wrongfully-arrested-individuals"",""vulnerable-communities"",""robert-williams"",""quran-reid"",""porcha-woodruff"",""people-of-color"",""nijeer-parks"",""jason-vernau"",""christopher-gatlin"",""black-people"",""alonzo-sawyer""]","Law enforcement agencies across the U.S. have allegedly been misusing AI-powered facial recognition technology, leading to wrongful arrests and significant harm to at least eight individuals. Officers have reportedly been bypassing investigative standards, relying on uncorroborated AI matches to build cases, allegedly resulting in prolonged detentions, reputational damage, and personal trauma.",Alleged Misuse of Facial Recognition Technology by Law Enforcement Reportedly Leading to Wrongful Arrests and Violations of Investigative Standards
915,28/10/2024,[4624],"[""alaska-department-of-education-and-early-development"",""deena-bishop""]","[""unspecified-large-language-model-developers""]","[""alaskan-education-policymakers"",""alaskan-students"",""alaskan-parents-of-students"",""alaskan-education-system"",""alaska-board-of-education-members""]","In October 2024, Alaska's Education Commissioner Deena Bishop allegedly used generative AI to draft a school cellphone policy, resulting in reportedly fabricated citations of non-existent studies. The document, which did not disclose AI use, was shared with the state Board of Education, and despite reported corrections, AI-generated errors remained in the final resolution.",Alaska Education Department Reportedly Published Policy Featuring Erroneous AI-Generated Citations
925,15/10/2024,[4640],"[""wilson-parking"",""parking-enforcement-services""]","[""unknown-license-plate-recognition-developer""]","[""the-landing-car-park-customers"",""kindercare-wigram-skies-parents"",""christchurch-drivers""]","An automated license plate recognition (LPR) system at The Landing car park in Christchurch, New Zealand, reportedly issued wrongful fines to dozens of parents dropping off and picking up children. The system allegedly misidentified multiple short visits as prolonged parking, which led to disputed penalties. The operator acknowledged potential errors but continued enforcement.",Alleged License Plate Recognition Errors in Christchurch Lead to Wrongful Parking Fines
932,25/12/2024,[4690],"[""bp-new-zealand""]","[""unspecified-developer-of-bp's-license-plate-recognition-system""]","[""drivers-whose-vehicles-are-scanned-by-bp-new-zealand's-license-plate-recognition-system"",""buddhika-rajapakse""]","BP's license plate recognition system reportedly misidentified Auckland resident Buddhika Rajapakse as responsible for petrol theft in Whanganui. Despite the suspect vehicle being a different make, model, and color, the system allegedly linked Rajapakse's plate to the thefts. BP has reportedly acknowledged a possible doctored plate but still sent multiple payment requests. Rajapakse has reportedly been forced to contest the claims multiple times.",BP New Zealand's License Plate Recognition System Reportedly Misidentified Auckland Driver for Fuel Theft in Whanganui
934,10/02/2025,"[4703,4704,5293]","[""nhk""]","[""google""]","[""nhk"",""government-of-japan"",""nhk-viewers"",""public-trust-in-the-media"",""japan-china-relations""]","NHK announced the termination of its AI-powered multilingual subtitle service after an automatic translation error rendered ""Senkaku Islands"" as ""Diaoyu Islands,"" the Chinese designation. The mistake, discovered on February 10th, 2025 during a news segment, led NHK to deem the service inappropriate. The AI-based subtitles, powered by Google Translate, had been in use since 2020.",NHK Terminates AI Translation Service After Geopolitical Naming Error
960,06/02/2025,"[4812,4813,4823,4824,4825,4826,4827,4828,4829,4830,4831]","[""taly-goody"",""t.-michael-morgan"",""rudwin-ayala"",""morgan-and-morgan"",""goody-law-group""]","[""unspecified-large-language-model-developer""]","[""taly-goody"",""t.-michael-morgan"",""rudwin-ayala"",""plaintiffs-in-wyoming-walmart-hoverboard-lawsuit"",""legal-system"",""judicial-integrity"",""clients-of-morgan-and-morgan"",""clients-of-goody-law-group""]","Lawyers Rudwin Ayala, T. Michael Morgan (Morgan & Morgan), and Taly Goody (Goody Law Group) were fined a total of $5,000 after their Wyoming federal lawsuit filing against Walmart cited fake cases ""hallucinated"" by AI. Judge Kelly Rankin sanctioned them, removing Ayala from the case and noting attorneys must verify AI sources. The filing, flagged by Walmart's legal team, led to its withdrawal and an internal review.",Plaintiffs' Lawyers Admit AI Generated Erroneous Case Citations in Federal Court Filing Against Walmart
961,16/12/2024,"[4834,4835,4836,4837,4838,4839,4840]","[""serbian-security-information-agency-(bia)"",""serbian-police"",""government-of-serbia""]","[""serbian-security-information-agency-(bia)"",""cellebrite""]","[""slavisa-milanov"",""nikola-ristic"",""krokodil"",""journalists-in-serbia"",""human-rights-defenders-in-serbia"",""environmental-activists-in-serbia"",""dissidents-in-serbia"",""civil-society-organizations-in-serbia""]","Serbian authorities allegedly used Cellebrite's AI-powered forensic tools to unlock journalists' and activists' phones without consent. They reportedly then installed NoviSpy, a newly discovered spyware. That then purportedly allowed covert data extraction, remote microphone and camera activation, and surveillance. Amnesty International uncovered forensic evidence linking Serbia's Security Information Agency (BIA) to these attacks. Cellebrite halted sales to Serbia after the report.",Serbian Authorities Allegedly Used AI-Powered Cellebrite Tools to Unlock Journalist's Phone and Install Spyware
977,02/03/2025,[4941],"[""jewish-onliner""]","[""unknown-large-language-model-developer"",""unknown-ai-news-platform-developer""]","[""helyeh-doutaghi"",""yale-law-school"",""yale-university"",""journalism"",""truth""]","An AI-powered news site, Jewish Onliner, allegedly published an article linking Yale Law scholar Helyeh Doutaghi to Samidoun, a sanctioned group, which led to her suspension within days. The site, which claims to use AI for research, fact-checking, and content creation, did not disclose human reporters. Doutaghi denied the allegations and described the move as an attack on academic freedom.",AI-Driven News Platform Accused of Spreading Unverified Terrorism Allegations Against Yale Scholar
1001,17/03/2025,"[5008,5035]","[""unnamed-generative-ai-companies"",""alibaba""]","[""unnamed-generative-ai-companies"",""alibaba""]","[""sysadmins"",""sourcehut"",""read-the-docs"",""linux-weekly-news"",""kde"",""inkscape"",""gnome"",""foss-projects-and-communities"",""fedora"",""diaspora"",""curl""]","In mid-March 2025, KDE's GitLab infrastructure was reportedly disrupted by aggressive AI web scrapers originating from Alibaba IP ranges. These bots allegedly ignored robots.txt and spoofed browser headers, which in turn purportedly overwhelmed the site and caused outages for developers. Similar incidents reportedly affected other FOSS projects like GNOME, SourceHut, and Fedora. The scraping is allegedly tied to large language model training, and reportedly imposes real costs and delays.",LLM Scrapers Allegedly Target Multiple Open Source Projects Disrupting the FOSS Ecosystem
1009,13/02/2025,"[5025,5026,6289,6290]","[""tromso-municipality"",""stig-tore-johnsen""]","[""unnamed-large-language-model-developer""]","[""thomas-nordahl"",""general-public-of-tromso"",""general-public-of-norway""]","In February 2025, Tromso Municipality reportedly presented a report proposing the closure of schools and kindergartens. Residents reportedly later discovered the report cited numerous non-existent sources. Officials reportedly admitted using generative AI to help draft the report, leading to fabricated references. The incident reportedly led to public outcry and suspension of the closure plan. It is purportedly Norway's first major public-sector AI scandal.",Purportedly AI-Assisted Report by Tromso Officials Allegedly Cited Non-Existent Sources in School Closure Proposal
1027,10/04/2025,[5063],"[""unnamed-norwegian-lawyer""]","[""unspecified-generative-ai-developer""]","[""supreme-court-of-norway"",""hoyesterett"",""unnamed-clients-represented-by-unnamed-norwegian-lawyer"",""legal-integrity""]","In early 2025, Norway's Supreme Court (Hoyesterett) received a legal filing containing hallucinated legal citations and quotes, allegedly inserted by an attorney using an AI tool without verification. The fabricated sources were detected during standard review. While no sanctions were issued, the Court updated its guidance to lawyers, warning that AI use does not exempt them from professional responsibility.",Norwegian Supreme Court Receives Legal Filing with Fabricated Citations Allegedly Generated by AI Tool
1039,19/04/2025,"[5082,5152,5167]","[""cursor"",""anysphere""]","[""unknown-llm-developer"",""anysphere""]","[""software-developers"",""small-businesses-relying-on-cursor"",""cursor-users""]","In April 2025, users of Cursor, an AI-powered coding assistant developed by Anysphere, reported being logged out unexpectedly. An AI-powered support bot, ""Sam,"" allegedly responded with an invented login policy to justify the behavior. The hallucinated policy was not based on any real company change. The incident reportedly led to subscription cancellations.","Anysphere AI Support Bot for Cursor Reportedly Invents Login Policy, Leading to Subscription Cancellations"
1046,24/04/2025,"[5102,5103,5107,5108]","[""instituto-nacional-do-seguro-social-(inss)"",""government-of-brazil""]","[""dataprev""]","[""rural-workers-in-brazil"",""digitally-excluded-populations""]","Brazil's AI-powered Meu INSS app allegedly misclassified a retirement claim filed by Joselia de Brito, a former sugarcane worker, by purportedly recording her as male. De Brito reportedly suffers from multiple chronic illnesses and faced repeated denials of social benefits due to minor filing errors. Analysts cited in the reporting suggest the system's design may disadvantage rural and digitally excluded users.",Brazil's Social Security AI Tool Is Allegedly Rejecting Complex Claims Improperly
1070,09/05/2025,"[5181,5182,5230,5231,5232,5233,5234,5235,5236,5237,5238,5239,5240,5241]","[""serviceaide""]","[""serviceaide""]","[""patients-of-catholic-health"",""catholic-health""]","An AI-linked platform operated by Serviceaide exposed sensitive health data from Catholic Health, affecting 483,000 patients. The breach stemmed from a misconfigured Elasticsearch database used in Serviceaide's agentic AI infrastructure. Exposed information included medical records, insurance details, and login credentials. While no misuse has been confirmed, the nature of the data has prompted regulatory scrutiny and legal investigations.","Serviceaide AI Platform Implicated in Health Data Exposure Affecting 483,000 Catholic Health Patients"
1071,14/05/2025,[5183],"[""rick-arrowood""]","[""perplexity"",""openai"",""gamma.app""]","[""rick-arrowood"",""northeastern-university-students"",""northeastern-university"",""ella-stapleton""]","A student at Northeastern University reportedly filed a complaint after discovering that a professor had used generative AI tools, including ChatGPT, to produce course materials despite university policies discouraging undisclosed AI use. The student alleged hypocrisy, citing a syllabus that barred unauthorized AI use by students. The professor acknowledged having used AI-generated materials and expressed regret over not reviewing them more carefully. No tuition refund was reportedly granted.",Student Reportedly Files Complaint Over Professor's Undisclosed Use of Generative AI at Northeastern University
